course_code,name,units,desc,prereq1,prereq2,prereq3,prereq4,prereq5,prereq6,prereq7,prereq8,prereq9,misc_prereq
SE 103,Conceptual Structural Design,4,Introduction to structural design approaches for civil structures. Structural materials. Loads and load paths. Gravity and lateral load elements and systems. Code design fundamentals. Construction methods. Structural idealization. Hand and computer methods of analysis. Experimental methods applied through team-based projects. Program or materials fees may apply. ,SE 3,SE 105,SE 101A,SE 9 or MAE 8,,,,,,
SE 105,Structural Materials,5,"Lectures and labs on structural properties of engineering materials. Stress and strain. Stain measurement. Stiffness, strength, toughness, fatigue resistance, and creep. Cement and concrete, wood, aluminum alloys, steel, engineering plastics, and composite materials. Corequisite: SE 110A or MAE 131A.",SE 1,SE 101A,,,,,,,,
SE 110A,Solid Mechanics I,4,Concepts of stress and strain. Hooke’s law. Stress transformation. Axial loading of bars. Torsion of circular shafts. Torsion of thin-walled members. Pure bending of beams. Unsymmetric bending of beams. Shear stresses in beams. Shear stresses in thin-walled beams. Shear center. Differential equation of the deflection curve. Deflections and slopes of beams from integration methods. Statically determinate and indeterminate problems. ,MATH 20D,SE 101A,,,,,,,,
SE 110B,Solid Mechanics II,4,"Advanced concepts in the mechanics of deformable bodies. Unsymmetrical bending of symmetrical and unsymmetrical sections. Bending of curved beams. Shear center and torsional analysis of open and closed sections. Stability analysis of columns, lateral buckling. Application of the theory of elasticity in rectangular coordinates. ",SE 110 or MAE 131A,,,,,,,,,Grade of C– or better in SE 110A (or MAE 131A). Enrollment restricted to SE27 majors only.
SE 115,Fluid Mechanics for Structural Engineering,4,"Fluid statics, hydrostatic forces; integral and differential forms of conservation equations for mass, momentum, and energy; Bernoulli equation; dimensional analysis; viscous pipe flow; external flow, boundary layers; open channel flow. ",PHYS 2A or PHYS 2AR,"MATH 20D, or consent of instructor",,,,,,,,
SE 120,Engineering Graphics and Computer Aided Structural Design,4,"Engineering graphics, solid modeling, CAD applications including 2-D and 3-D transformations, 3-D viewing, wire frame and solid models, Hidden surface elimination. Program or materials fees may apply.",SE 102,SE 103,,,,,,,,
SE 125,"Statistics, Probability and Reliability",4,"Probability theory. Statistics, data analysis and inferential statistics, distributions, confidence intervals. Introduction to structural reliability and random phenomena. Applications to components and systems. Students will not receive credit for both SE 125 and MAE 108.",MATH 18 or MATH 31AH,MATH 20D,,,,,,,,Enrollment restricted to SE27 majors only.
SE 130A,Structural Analysis I,4,"Classical methods of analysis for statically indeterminate structures. Development of computer codes for the analysis of civil, mechanical, and aerospace structures from the matrix formulation of the classical structural theory, through the direct stiffness formulation, to production-type structural analysis programs. ",SE 110 or MAE 131A,,,,,,,,,Grade of C– or better in SE 110A (or MAE 131A).
SE 130B,Structural Analysis II,4,"Classical methods of analysis for statically indeterminate structures. Analysis of civil, mechanical, and aerospace structures from the matrix formulation of the classical structural theory, through the direct stiffness formulation, to production-type structural analysis programs. ",MATH 18 or MATH 31AH,SE 130A,,,,,,,,
SE 131A,Finite Element Analysis,4,"Development of finite element models based upon the Galerkin method. Application to static and dynamic heat conduction and stress analysis. Formulation of initial boundary value problem models, development of finite element formulas, solution methods, and error analysis and interpretation of results. Renumbered from SE 131. Students may not receive credit for SE 131A and SE 131. Corequisite: SE 130B.","MATH 20E, SE 3,",SE 110B or MAE 131B,,,,,,,,
SE 131B,Finite Element Analysis: Beam and Shell Models,4,"Project-based exploration of structural engineering computations. Topics include analysis of shell structures, design optimization, computational vibration analysis. ",SE 131A or SE 131,SE 130B,SE 101C or MAE 130C,,,,,,,
SE 132,Machine Learning for Structural Engineering,4,"This course aims at introducing concepts of machine learning and its applications to structural engineering. Theory behind popular machine learning algorithms will be discussed, including supervised learning, unsupervised learning, and deep learning. Topics include regression, classification, support vector machines, clustering, tree-based methods, model selections and regularizations, cross-validation and bootstrapping, neural networks, and Python programming. ",SE 9 or MAE 8,SE 125 or MAE 108,SE 110A or MAE 131A,,,,,,,
SE 140A,Design of Civil Structures I,4,"Part I of multidisciplinary team experience to design, analyze, build, and test civil/geotechnical engineering components and systems considering codes, regulations, alternative design solutions, economics, sustainability, constructability, reliability, and aesthetics. Professionalism, technical communication, project management, teamwork, and ethics in engineering practice. Use of computer resources. Program or materials fees may apply. ",SE 130B,SE 150A or SE 150,,,,,,,,
SE 140B,Design of Civil Structures II,4,"Part II of multidisciplinary team experience to design, analyze, build, and test civil/geotechnical engineering components and systems considering codes, regulations, alternative design solutions, economics, sustainability, constructability, reliability, and aesthetics. Professionalism, technical communication, project management, teamwork, and ethics in engineering practice. Use of computer resources. Program or materials fees may apply. ",SE 140A,SE 181,SE 151A,,,,,,,
SE 142,Design of Composite Structures,4,"Introduction to advanced composite materials and their applications. Fiber and matrix properties, micromechanics, stiffness, ply-by-ply stress, hygrothermal behavior, and failure prediction. Lab activity will involve design, analysis, fabrication, and testing of composite structure. Program or materials fees may apply. ",SE 110A or MAE 131A,SE 110B,,,,,,,,
SE 143A,Aerospace Structural Design I,4,"Conceptual and preliminary structural design of aircraft and space vehicles. Minimum-weight design of primary structures based upon mission requirements and configuration constraints. Multicriteria decision making. Team projects include layout, material selection, component sizing, fabrication, and cost. Oral presentations. Written reports. Use of computer resources. Program or materials fees may apply. ",SE 3,SE 160B,SE 142,,,,,,,
SE 143B,Aerospace Structural Design II,4,"Detailed structural design of aircraft and space vehicles. Composite material design considerations. Multidisciplinary design optimization. Introduction to aerospace computer-aided design and analysis tools. Team projects include the analysis, fabrication, and testing of a flight vehicle component. Oral presentations. Written reports. Use of computer resources. Program or materials fees may apply. ",SE 143A,,,,,,,,,
SE 150A,Design of Steel Structures I,4,"Load and resistance factor design concept and loadings for structural systems. Structural steel properties and selection. Design of tension members, compression members, beams, beam-columns, simple bolted, and welded connections. ",SE 130A,SE 110B,,,,,,,,
SE 150B,Design of Steel Structures II,4,"Theory and behavior of steel structures leading to the development of design requirements in current specifications. Topics will include design of simple and rigid connections, composite construction, advanced topics in compression and flexural members including torsion, design of plate girders, the direct analysis method, and plastic analysis. Emphasis will be placed on fundamental concepts. ",SE 150 or SE 150A,,,,,,,,,
SE 151A,Design of Reinforced Concrete,4,Concrete and reinforcement properties. Service and ultimate limit state analysis and design. Design and detailing of structural components. Corequisite: SE 103.,SE 130A,,,,,,,,,
SE 151B,Design of Prestressed Concrete,4,Time-dependent and independent properties of concrete and reinforcing material. Concept and application of prestressed concrete. Service and ultimate limit state analysis and design of prestressed concrete structures and components. Detailing of components. Calculation of deflection and prestress losses. ,SE 151A,,,,,,,,,
SE 152,Seismic Design of Structures,4,Seismic design philosophy. Ductility concepts. Lateral force resisting systems. Mechanisms of nonlinear deformation. Methods of analysis. Detailing of structural steel and reinforced concrete elements. Lessons learned from past earthquakes. Multistory building design project. ,SE 130B,SE 151A,SE 150,,,,,,,
SE 154,Design of Timber Structures,4,Properties of wood and lumber grades. Beam design. Design of axially loaded members. Design of beam-column. Properties of plywood and structural-use panels. Design of horizontal diaphragms. Design of shear walls. Design of nailed and bolted connections. ,SE 103,SE 130A,,,,,,,,Enrollment restricted to SE27 majors only.
SE 160A,Aerospace Structural Mechanics I,4,"Aircraft and spacecraft flight loads and operational envelopes, three-dimensional stress/strain relations, metallic and composite materials, failure theories, three-dimensional space trusses and stiffened shear panels, combined extension-bend-twist behavior of thin-walled multicell aircraft and space vehicle structures, modulus-weighted section properties, shear center. ",SE 105 or MAE 21,SE 101B or MAE 30B,SE 110A or MAE 131A,,,,,,,
SE 160B,Aerospace Structural Mechanics II,4,"Analysis of aerospace structures via work-energy principles and finite element analysis. Bending of metallic and laminated composite plates and shells. Static vibration and buckling analysis of simple and built-up aircraft structures. Introduction to wing divergence and flutter, fastener analysis. ",SE 160A,,,,,,,,,"Enrollment restricted to MC25, MC27, and SE27 majors only."
SE 163,Nondestructive Evaluation,4,"Fourier signal processing, liquid penetrant, elastic wave propagation, ultrasonic testing, impact-echo, acoustic emission testing, vibrational testing, infrared thermography. May be coscheduled with SE 263.",SE 110A or consent of instructor,,,,,,,,,
SE 164,Sensors and Data Acquisition for Structural Engineering,4,"This course discusses theory, design, and applications of sensor technologies in the context of structural engineering and structural health monitoring. Topics include sensors and sensing mechanisms; measurement uncertainty; signal conditioning and interface circuits; data acquisition; analog/digital circuits; and emerging sensors. May be coscheduled with SE 264.",SE 101C,SE 110A,,,,,,,,
SE 165,Structural Health Monitoring,4,"A modern paradigm of structural health monitoring as it applies to structural and mechanical systems is presented. Concepts in data acquisition, feature extraction, data normalization, and statistical modeling will be introduced in an integrated context. MATLAB-based exercise. Term project. Use of computer resources. ",SE 101C or MAE 130C,,,,,,,,,
SE 167,Signal Processing and Spectral Analysis for Structural Engineering,4,"Signal processing is widely used in engineering and physical sciences. This course discusses techniques to analyze signals (or data), particularly related to structural dynamic response focusing on time/frequency domain data analysis (Fourier transform, digital filtering, and feature extraction). ",SE 101C,,,,,,,,,Enrollment restricted to SE27 majors only.
SE 168,Structural System Testing and Model Correlation,4,"Dynamic/model testing of structures: test planning/execution, actuation, sensing, and data acquisition, signal processing, data conditioning, test troubleshooting. Methods of updating finite element structural models to correlate with dynamic test results. Model/test correlation assessment in industrial practice. Knowledge of MATLAB strongly encouraged. ",SE 101C or MAE 130C,SE 131A or SE 131,,,,,,,,
SE 171,Aerospace Structures Repair,4,"Review methods used to repair aerospace structures. Emphasis on primary load-bearing airframe structures and analysis/design of substantiate repairs. Identification of structural/corrosion distress, fatigue cracking, damage tolerance, integrity and durability of built-up members, patching, health monitoring. Use of computer resources. ",SE 110A or MAE 131A,SE 110B or MAE 131B,,,,,,,,
SE 180,Earthquake Engineering,4,"Elements of seismicity and seismology. Seismic hazards. Dynamic analysis of structures underground motion. Elastic and inelastic response spectra. Modal analysis, nonlinear time-history analysis. Earthquake resistant design. Seismic detailing. ",SE 110A,SE 130A,,,,,,,,"Grade of C– or better in SE 110A, and SE 130A. Enrollment restricted to SE27 majors only."
SE 181,Geotechnical Engineering,4,"General introduction to physical and engineering properties of soils. Soil classification and identification methods. Compaction and construction control. Total and effective stress. Permeability, seepage, and consolidation phenomena. Shear strength of sand and clay. ",SE 110A,SE 131A,,,,,,,,Grade of C– or better in SE 110A or MAE 131A. Enrollment restricted to SE27 majors only.
SE 182,Foundation Engineering,4,"Application of soil mechanics to the analysis, design, and construction of foundations for structures. Soil exploration, sampling, and in situ testing techniques. Stress distribution and settlement of structures. Bearing capacities of shallow foundations and effects on structural design. Analysis of axial and lateral capacity of deep foundations, including drilled piers and driven piles. ",SE 181,,,,,,,,,Enrollment restricted to SE27 majors only.
SE 184,Ground Improvement,4,"Concepts underpinning mechanical, hydraulic, chemical and inclusion-based methods of ground improvement will be discussed. Students will be able to understand the advantages, disadvantages and limitations of the various methods; and develop a conceptual design for the most appropriate improvement strategy. ",SE 181,,,,,,,,,
SE 192,Senior Seminar,1,The Senior Seminar is designed to allow senior undergraduates to meet with faculty members to explore an intellectual topic in structural engineering. Topics will vary from quarter to quarter. Enrollment is limited to twenty students with preference given to seniors. ,,,,,,,,,,SE major and department stamp and/or consent of instructor.
SE 195,Teaching,2–4,Teaching and tutorial assistance in a SE course under supervision of instructor. Not more than four units may be used to satisfy graduation requirements. (P/NP grades only.) ,,,,,,,,,,"B average in major, upper-division standing, and consent of department chair. Department stamp required."
SE 197,Engineering Internship,1–4,"An enrichment program, available to a limited number of undergraduate students, which provides work experience with industry, government offices, etc., under the supervision of a faculty member and industrial supervisor. Coordination of the Engineering Internship is conducted through UC San Diego’s Academic Internship Program. ",,,,,,,,,,Completion of ninety units with a 2.5 GPA and consent of department chair. Department stamp required.
SE 198,Directed Study Group,4,"Directed group study, on a topic or in a field not included in the regular department curriculum, by special arrangement with a faculty member. (P/NP grades only.) ",,,,,,,,,,Consent of instructor or department stamp.
SE 199,Independent Study,1–4,Independent reading or research on a problem by special arrangement with a faculty member. (P/NP grades only.) ,,,,,,,,,,Consent of instructor or department stamp.
SE 200,Applied Mathematics in Structural Engineering,4,This course is designed to give beginning students the basic preparation in mathematical methods required for graduate Structural Engineering courses. Topics include linear algebra; systems of ordinary differential equations; diffusion and wave propagation problems; integral transforms; and calculus of variations. ,,,,,,,,,,Graduate standing or approval of instructor.
SE 201A,Advanced Structural Analysis,4,Application of advanced analytical concepts to structural engineering problems. Analysis of frame structures using matrix methods and introduction to the finite element method. Displacement-based and force-based beam element formulations. Development of computer programs for structural analysis. Use of computer resources. ,,,,,,,,,,Graduate standing.
SE 201B,Nonlinear Structural Analysis,4,"The course emphasizes the principles behind modern nonlinear structural analysis software. It deals with the theory, computer implementation, and applications of methods of material and geometric nonlinear analysis. Emphasis is on 2D and 3D frame structures modeled using 1D (beam-column) elements. Use of computer resources.",SE 201A or consent of instructor,,,,,,,,,
SE 202,Structural Stability,4,"Static, dynamic, and energy-based techniques and predicting elastic stability. Linear and nonlinear analysis of classical and shear deformable beams and plates. Ritz, Galerkin, and finite element approaches for frames and reinforced shells. Nonconservative aerodynamic (divergence flutter) and follower forces. Recommended preparation: SE 101A-C and SE 110A or equivalent background in solid mechanics and structural dynamics.",,,,,,,,,,Graduate standing.
SE 203A,Structural Dynamics I,4,"Response of discrete linear structural systems to harmonic, periodic and transient excitations. Lagrangian mechanics. Linearization of the equations of motion. Free and forced vibrations of multi degree-of-freedom structures. Normal mode, frequency response and numerical methods. Continuous systems. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 203B,Structural Dynamics II,4,Structural dynamics of multidegree of freedom systems with emphasis on earthquake response of buildings. Damping in structures. Numerical methods for the computation of vibration properties. Dynamic analysis and response of linear elastic systems. Numerical evaluation of the dynamic response of linear and nonlinear systems. Earthquake analysis and response of buildings. Laboratory hands-on activities that reinforce the fundamental concepts of structural dynamics. ,SE 203A or SE 203,,,,,,,,,Graduate standing.
SE 204,Advanced Structural Dynamics,4,"Free- and forced-vibration of continuous systems such as axial and torsional vibrations of bars and transverse vibrations of various beams, membranes, and plates. Euler-Lagrange formulation using variational calculus. Rayleigh-Ritz method for approximation. Applications in vibration suppression/isolation. ",,,,,,,,,,Graduate standing.
SE 205,Nonlinear Mechanical Vibrations,4,"Advanced analytical techniques to understand nonlinearity in mechanical vibration. Phase plane analysis instability, and bifurcations. Application in nonlinear structural resonance. Introduction to chaotic dynamics, advanced time series analysis, and using chaotic dynamics in applications such as structural damage assessment. ",SE 203,,,,,,,,,Graduate standing.
SE 206,Random Vibrations,4,"Introduction to probability theory and random processes. Dynamic analysis of linear structural systems subjected to stationary and nonstationary random excitations. Reliability studies related to first excursion and fatigue failures. Applications in earthquake engineering, offshore engineering, wind engineering, and aerospace engineering. Use of computer resources. Recommended preparation: basic knowledge of probability theory (SE 125 or equivalent).",SE 203,,,,,,,,,Graduate standing.
SE 207,Topics in Structural Engineering,4,A course to be given at the discretion of the faculty in which topics of current interest in structural engineering will be presented.,,,,,,,,,,
SE 211,Advanced Structural Concrete,4,"Properties of reinforcing steels; concrete technology; creep, shrinkage and relaxation; Mohr-Coulomb failure criteria for concrete; confinement, moment curvature and force-displacement responses; plastic design; code compliant seismic design philosophy; code compliant seismic design of structural walls. Use of computer resources. Recommended preparation: SE 151A and SE 151B or equivalent background in basic RC/PC design.",,,,,,,,,,Department approval or consent of instructor.
SE 212,Advanced Structural Steel Design,4,"Load and Resistance Factor Design (LRFD) philosophy. Behavior and design of steel elements for global and local buckling. Background of seismic codes. Ductility requirements and capability design concept. Seismic design of steel moment frames and braced frames. Recommended preparation: SE 130A and SE 150A, or equivalent course, or consent of instructor.",,,,,,,,,,
SE 213,Bridge Design,4,"Design and analysis of bridge structures, construction methods, load conditions. Load paths and distribution of dead and live loads. Service, strength, and extreme event limit states and other load and resistance factor design (LRFD) principles. Design of prestressed concrete bridges. Special problems in analysis—concrete box girders, curved and skewed bridges, environmental and seismic loads. Conceptual/preliminary bridge design project. Recommended preparation: SE 151A-B, SE 201A, SE 211, SE 223, or equivalent courses.",,,,,,,,,,Graduate standing.
SE 214,Masonry Structures,4,"Analysis and design of unreinforced and reinforced masonry structure using advanced analytical techniques and design philosophies. Material properties, stability, and buckling of unreinforced masonry. Flexural strength, shear strength, stiffness, and ductility of reinforced masonry elements. Design for seismic loads. ",SE 151A-B,,,,,,,,,Graduate standing.
SE 215,Cable Structures,4,"The course deals with cable structures from a structural mechanics point of view. The theoretical and practical aspects of the application of cables to moorings, guyed structures, suspension bridges, cable-stayed bridges, and suspended membranes are discussed. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 220,Seismic Isolation and Energy Dissipation,4,"Concepts, advantages, and limitations of seismic isolation techniques; fundamentals of dynamic response under seismic excitation; spectral analysis; damping; energy approach; application to buildings and structures. ",SE 221 or consent of instructor,,,,,,,,,
SE 221,Earthquake Engineering,4,"Introduction to plate tectonics and seismology. Rupture mechanism, measures of magnitude and intensity, earthquake occurrence and relation to geologic, tectonic processes. Probabilistic seismic hazard analysis. Strong earthquake ground motion; site effects on ground motion; structural response; soil-structure interaction; design criteria; code requirements. Use of computer resources. ",SE 201A or SE 203,,,,,,,,,Graduate standing.
SE 222,Geotechnical Earthquake Engineering,4,"Influence of soil conditions on ground motion characteristics; dynamic behavior of soils, computation of ground response using wave propagation analysis and finite element analysis; evaluation and mitigation of soil liquefaction; soil-structure interaction; lateral pressures on earth retaining structures; analysis of slope stability. Recommended preparation: SE 181 or equivalent.",,,,,,,,,,Department approval and graduate standing.
SE 223,Advanced Seismic Design of Structures,4,Modal analysis. Nonlinear response spectra. Performance based seismic design. Nonlinear time history analyses. Capacity design. Structural walls. Coupled walls. Rocking walls. Base isolation. Recommended preparation: grade of B+ or higher in SE 211 and SE 201B.,,,,,,,,,,Department approval and graduate standing.
SE 224,Structural Reliability and Risk Analysis,4,"Review of probability theory and random processes. Fundamentals of structural reliability theory. First- and second-order, and simulation methods of reliability analysis. Structural component and system reliability. Reliability sensitivity measures. Bayesian reliability analysis methods. Bases for probabilistic design codes. Use of computer resources. Recommended preparation: basic knowledge of probability theory (e.g., SE 125).",,,,,,,,,,Graduate standing.
SE 226,Geotechnical Groundwater Engineering,4,"This course will treat quantitative aspects of the flow of uncontaminated groundwater as it influences the practice of geotechnical engineering. We will cover flow through porous media, generalized Darcy’s law, groundwater modeling, confined and unconfined systems, well hydraulics, land subsidence, and construction dewatering. ",SE 241 or consent of instructor,,,,,,,,,Graduate standing.
SE 227,Seismic Design and Performance of Nonstructural Components and Systems,4,"This course provides students with an understanding of the design and performance of nonstructural components and systems (NCSs) when subjected to earthquake loads. Specifically, this course will cover 1) classification and sources of damage, 2) case histories, 3) experimental advancements, 4) methods in practice (force- and displacement-based), 5) methods of analysis, 6) anchorage design, and 7) protection of NCSs. Corequisite: SE 203.",,,,,,,,,,Graduate standing.
SE 232,Machine Learning in Computational Mechanics,4,"Provides background and tools to apply machine learning to solve problems in computational mechanics and engineering. An overview of the basic principles of machine learning will be provided, including supervised and unsupervised learning, regression, classification, and generative algorithms versus discriminative algorithms. Focus will be given to deep neural networks, convolutional neural networks, recurrent neural networks, physics-informed machine learning and implementation in Python. Recommended preparation: knowledge of computer programming, probability theory, linear algebra, and solid mechanics. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 233,Computational Techniques in Finite Elements,4,"Cross-listed with MAE 235. Practical application of the finite element method to problems in solid mechanics. Elements of theory are presented as needed. Covered are static and dynamic heat transfer and stress analysis. Basic processing, solution methods, and postprocessing are practiced with commercial finite element software. Students may not receive credit for SE 233 and MAE 235.",,,,,,,,,,
SE 235,Wave Propagation in Elastic Media,4,"Wave propagation in elastic media with emphasis on waves in unbound media and on uniform and layered half-spaces. Fundamental aspects of elastodynamics. Application to strong-motion seismology, earthquake engineering, dynamics of foundations, computational wave propagation, and nondestructive evaluations. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 236,Wave Propagation in Continuous Structural Elements,4,"Propagation of elastic waves in thin structural elements such as strings, rods, beams, membranes, plates, and shells. An approximate strength-of-materials approach is used to consider propagation of elastic waves in these elements and obtain the dynamic response to transient loads. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 241,Advanced Soil Mechanics,4,"Advanced treatment of topics in soil mechanics, including state of stress, pore pressure, consolidation and settlement analysis, shear strength of cohesionless and cohesive soils, mechanisms of ground improvement, and slope stability analysis. Concepts in course reinforced by laboratory experiments.",,,,,,,,,,
SE 242,Advanced Foundation Engineering,4,"Application of soil mechanics to the analysis, design, and construction of foundations for structures. Soil exploration, sampling, and in-situ testing techniques. Stress distribution and settlement of structures. Bearing capacities of shallow foundations and effects on structural design. Analysis of axial and lateral capacity of deep foundations, including drilled piers and driven piles. ",,,,,,,,,,Graduate standing or consent of instructor.
SE 243,Soil-Structure Interaction,4,Advanced treatment of the dynamic interaction between soils and structures. Dynamic response of shallow and embedded foundations. Kinematic and inertial interaction. General computational and approximate analytical methods of analysis. ,SE 200,SE 203,,,,,,,,Graduate standing.
SE 244,Numerical Methods in Geomechanics,4,"Application of finite element method to static and dynamic analysis of geotechnical structures. One-, 2-, and 3-D static and seismic response of earth structures/slopes/Foundation systems. Pore-pressure generation/effects during cycle loading. System identification using strong motion downhole-array data. Use of computer resources required.",,,,,,,,,,Graduate standing.
SE 246,Unsaturated Soil Mechanics,4,"This course covers the hydraulic and mechanical behavior of unsaturated soils. Topics include soil-air-water interactions, measurement of hydraulic properties, water flow analysis, effective stress theory, and elasto-plastic constitutive modeling. Applications to foundation engineering, slope stability, earth dams, and geoenvironmental engineering are presented. ",,,,,,,,,,Graduate standing.
SE 247,Ground Improvement,4,"Concepts underpinning mechanical, hydraulic, chemical and inclusion-based methods of ground improvement will be discussed. Students will be able to understand the advantages, disadvantages and limitations of the various methods; and develop a conceptual design for the most appropriate improvement strategy. Recommended Preparation: SE 181 or equivalent background in the physics and engineering properties of soil.",,,,,,,,,,Graduate standing.
SE 248,Engineering Properties of Soils,4,"Experimental/constitutive modeling perspectives on mechanical, hydraulic, thermal behavior of dry and saturated soils. Experimental techniques and methodologies presented; students will be able to perform key tests. Behavior of saturated sands and clays described based on key studies. Calibration of constitutive models for stress-strain behavior of soils, including hyperbolic, Mohr-Coulomb/Cam-Clay models. Modification of these models to consider thermal effects. ",,,,,,,,,,Graduate standing.
SE 249,Rock Mechanics and Engineering,4,"Origins of rock, intact rock stress-strain behavior and testing, theory of poroelasticity, fracture behavior and permeability, elastic description of orthotropic and transversely isotropic rock mass. Engineering topics include excavations, foundations, stresses around the circular hole in rock, principles of hydraulic fracturing. ",,,,,,,,,,Graduate standing.
SE 250,Stability of Earth Slopes and Retaining Walls,4,"Fundamental and advanced concepts of stability analysis for earth slopes and retaining walls with soil backfill. Topics: shear strength, effective/total stress analysis, infinite/finite slopes, reinforced soil slopes, lateral earth pressure, retaining wall design and reinforced soil retaining walls. Recommended preparation: SE 181 or equivalent background.",,,,,,,,,,Department approval and graduate standing.
SE 251A,Processing of Polymers and Composites,4,"Introduction to processing and fabrication methods of polymers and composite materials. Processing techniques; facilities and equipment; material-processing-microstructure interaction; materials selection; form and quality control. Extrusion; injection molding; blow molding; compression molding; thermoforming; casting; foaming. Wet layup; sprayup; autoclave cure, SMC; RTM; resin infusion; winding and fiber placement; pultrusion. Process induced defects and environmental considerations. Cross-listed with MATS 261A.",,,,,,,,,,Graduate standing.
SE 251B,Mechanical Behaviors of Polymers and Composites,4,"Material science-oriented course on polymers and composites. Mechanical properties of polymers; micromechanisms of elastic and plastic deformations, fracture, and fatigue of polymers and composites. Cross-listed with MATS 261B.",,,,,,,,,,Graduate standing required.
SE 252,Experimental Mechanics and NDE,4,"Requirements for strain measurements, electrical resistance strain gages, fiberoptic strain gages, wave propagation, ultrasonic testing, impact-echo, acoustic emission, infrared thermography, vibrational testing. Applications to materials characterization, defect detection, and health monitoring of structural components. Recommended preparation: SE 101A, SE 110A or MAE 131A, and SE 110B or MAE 131B.",,,,,,,,,,"Department approval required, graduate standing."
SE 253A,Mechanics and Design of Composite Structures,4,"Graduate-level introduction to advanced composite materials and their applications. Fiber and matrix properties, 3D properties, stress-strain relationships, micromechanics, stiffness, ply-by-ply stress, classical laminated plate theory, hygrothermal/CTE behavior, and failure prediction. Lab activity will involve composite fabrication methods and design, analysis, build, and testing of composite structure. May be coscheduled with SE 142. Program or materials fees may apply.",,,,,,,,,,Graduate standing.
SE 253B,Mechanics and Design of Composite Structures II,4,"Advanced topics, with prerequisite being SE 253A, or equivalent. Macro- and micro-material modeling, classical and shear deformable laminate beam and plate theories developed via energy principles, Ritz, Galerkin, and Finite element based solutions, advanced failure theories, fracture, holes/notches and hole-size effect, interlaminar stresses, free-edge problems, impact, damage tolerance, fatigue, elastic tailoring, thermally stabile/zero CTE structures, etc.",SE 253A,,,,,,,,,Graduate standing.
